2016-02-07 17:02:03,862 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://download.java.net/maven/2/com/sun/faces/jsf-api/2.1.0-b03/jsf-api-2.1.0-b03.pom
2016-02-07 17:02:04,665 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/sun/faces/jsf-api/2.1.0-b03/jsf-api-2.1.0-b03.pom
2016-02-07 17:02:04,762 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/sun/faces/jsf-api/2.1.0-b03/jsf-api-2.1.0-b03.pom
2016-02-07 17:02:06,753 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://download.java.net/maven/2/com/sun/faces/jsf-impl/2.1.0-b03/jsf-impl-2.1.0-b03.pom
2016-02-07 17:02:06,833 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/sun/faces/jsf-impl/2.1.0-b03/jsf-impl-2.1.0-b03.pom
2016-02-07 17:02:06,922 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/sun/faces/jsf-impl/2.1.0-b03/jsf-impl-2.1.0-b03.pom
2016-02-07 17:02:09,044 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://download.java.net/maven/2/javax/servlet/jstl/1.2/jstl-1.2.pom
2016-02-07 17:02:09,116 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/javax/servlet/jstl/1.2/jstl-1.2.pom
2016-02-07 17:02:09,184 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/javax/servlet/jstl/1.2/jstl-1.2.pom
2016-02-07 17:02:10,308 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://download.java.net/maven/2/javax/servlet/servlet-api/2.5/servlet-api-2.5.pom
2016-02-07 17:02:10,376 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/javax/servlet/servlet-api/2.5/servlet-api-2.5.pom
2016-02-07 17:02:10,451 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/javax/servlet/servlet-api/2.5/servlet-api-2.5.pom
2016-02-07 17:02:11,754 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://download.java.net/maven/2/javax/servlet/jsp/jsp-api/2.1/jsp-api-2.1.pom
2016-02-07 17:02:11,818 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/javax/servlet/jsp/jsp-api/2.1/jsp-api-2.1.pom
2016-02-07 17:02:11,882 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/javax/servlet/jsp/jsp-api/2.1/jsp-api-2.1.pom
2016-02-07 17:02:13,893 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://download.java.net/maven/2/com/sun/el/el-ri/1.0/el-ri-1.0.pom
2016-02-07 17:02:13,957 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/sun/el/el-ri/1.0/el-ri-1.0.pom
2016-02-07 17:02:14,105 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/sun/el/el-ri/1.0/el-ri-1.0.pom
2016-02-07 17:02:15,621 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://download.java.net/maven/2/com/sun/faces/jsf-api/2.1.0-b03/jsf-api-2.1.0-b03.jar
2016-02-07 17:02:17,238 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://download.java.net/maven/2/com/sun/faces/jsf-impl/2.1.0-b03/jsf-impl-2.1.0-b03.jar
2016-02-07 17:02:18,702 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://download.java.net/maven/2/javax/servlet/jstl/1.2/jstl-1.2.jar
2016-02-07 17:02:19,767 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://download.java.net/maven/2/javax/servlet/servlet-api/2.5/servlet-api-2.5.jar
2016-02-07 17:02:20,519 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://download.java.net/maven/2/javax/servlet/jsp/jsp-api/2.1/jsp-api-2.1.jar
2016-02-07 17:02:21,584 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://download.java.net/maven/2/com/sun/el/el-ri/1.0/el-ri-1.0.jar
2016-02-07 17:02:21,663 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/sun/faces/jsf-api/2.1.0-b03/jsf-api-2.1.0-b03.jar
2016-02-07 17:02:22,087 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/sun/faces/jsf-api/2.1.0-b03/jsf-api-2.1.0-b03.jar
2016-02-07 17:02:22,164 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/sun/faces/jsf-impl/2.1.0-b03/jsf-impl-2.1.0-b03.jar
2016-02-07 17:02:23,156 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/sun/faces/jsf-impl/2.1.0-b03/jsf-impl-2.1.0-b03.jar
